asin,title,price,rating,sales_volume,reviews_count,description,image_link
B07JDWY4GY,"Facade Dark Cites Series Board Game of Strategy, Deceit, and Luck - Card Game for Teens Adults and Family - Salem 1692",24.99,4.7,200+ bought in past month,1919,"GUESS IN 10 ANIMAL PLANET
GUESS IN 10 DISNEY
FOIL FUN
FOIL FUN PRETTY PATTERNS
STATES OF AMERICA
TRAIN OF THOUGHT",https://m.media-amazon.com/images/I/71Opt40lFzL._AC_SL1500_.jpg
B0BF57RNPC,"Space Cowboys Splendor Duel Board Game - Two-Player Strategy Game for Intense Gem Collecting Battles - Fun Family Game for Kids and Adults, Ages 10+, 2 Players, 30 Minute Playtime, Made",29.99,4.8,700+ bought in past month,630,"The award-winning game Splendor returns with this fresh take on its classic drafting gameplay. Featuring the clever engine building that Splendor is known for, Splendor Duel offers a compact, tight two-player experience that will be instantly recognizable to fans of the original game, while also adding new decisions and mechanisms that offer deeper strategic options.The new common board has players drafting Gem, Gold and rare Pearl tokens from a 5x5 grid. Only allowed to draft up to 3 tokens in a consecutive line, taking tokens will create gaps in the board and will limit how many and what kind of token players will be able to take in future turns.Co-designed by Marc André (Splendor) and Bruno Catala (7 Wonders Duel, Kingdomino), Splendor Duel is an exciting new entry in the Splendor product line.",https://m.media-amazon.com/images/I/71D+IuwNliL._AC_SL1500_.jpg
B09NYD15ZH,"Skillmatics Rapid Rumble - Fast-Paced Board Game for Kids, Teens & Adults, Fun for Family Game Night & Educational Toy, Quick-Thinking Card Game, Gift for Ages 6, 7, 8, 9 & Up",19.97,4.6,1K+ bought in past month,3423,"Hunt down the witches before you become one of them! Will you be the hero who purges your town of witches, or will you be wrongly accused and hanged for witchcraft? Or perhaps you will become a witch yourself, escape conviction, and bring Salem to the ground in hysteria. Gather cards to accuse, or defend, other players. Deciding who to trust is key to survival, since you can never play a card on yourself.",https://m.media-amazon.com/images/I/81ae78v6dDL._AC_SL1500_.jpg
B09XP2W4SM,"Ravensburger Star Wars Villainous - Power of The Dark Side Strategy Board Game - Join Darth Vader, Kylo Ren, and More in This Immersive Star Wars Universe Adventure - 2-4 Players - Ages 10+",22.99,4.7,400+ bought in past month,963,"Unleash your inner villain in Star Wars - Power of The Dark Side. Choose to play as the mysterious Darth Vader, cunning Kylo Ren, or the devious General Grievous, Asajj Ventress, or Moff Gideon, each with distinct abilities and goals to achieve. Navigate the twists of fate as you encounter iconic Jedi and heroes like Luke Skywalker, Princess Leia, and the Mandalorian, who will challenge your sinister plans. Deploy iconic TIE Fighters, engage with the Millennium Falcon, and use Ambition to power your Villain’s unique abilities. Utilize the included villain guides to master each character's unique strategies for endless replayability. Power of The Dark Side is suitable for kids ages 10 and up, with a playing time of about 20 minutes per player. Recognized as the 2019 Toy of the Year, and a 2020 finalist, Villainous players must navigate their own villain's realm, employing cunning tactics to outsmart rivals and secure victory. Villainous gameplay is rich with opportunities for ambition, deception and strategy, ensuring that every decision you make is crucial. While engaging critical thinking skills, problem solving, and the art of deduction, you will outwit your friends and claim the title of the ultimate Star Wars Villain. With beautifully designed components and immersive gameplay, this board and card game is a must-have for boys and girls ages 10-12, 11-13, 14-15 and older who cherish Star Wars card and board games. Gather your friends, embrace your inner villain, and prepare for a galaxy of fun adventure that promises hours of entertainment .",https://m.media-amazon.com/images/I/81kclaHgfyL._AC_SL1500_.jpg
B0BCHHDM3J,"Smirk & Dagger, BOOP - Adorable 2 Player Strategy Board Game, 32 Cat and Kitten Pieces - Makes a Great Gift for Couples, Family, Adults and Kids, Ages 10+",29.99,4.8,600+ bought in past month,335,"Smirk & Dagger BOOP is a fun and fast-paced 2-player strategy board game featuring 32 unique cat and kitten pieces. Ideal for families, couples, and players ages 10+, the game combines quick decision-making and exciting challenges. With easy-to-learn rules and engaging gameplay, it’s perfect for game nights, offering endless fun in 20–30 minute sessions. Whether for experienced gamers or beginners, BOOP delivers competitive fun with every roll of the dice. Perfect for gifting, it’s sure to bring smiles to everyone involved.",https://m.media-amazon.com/images/I/71hu0jWkn3L._AC_SL1500_.jpg
B010XBCPSK,"Mosaic: A Story of Civilization - Strategy Board Game for Adults and Family | Fast, Fun, Action-Selection and Area Control Game | 1-6 Players | Ages 14 and Up | 120 Minutes | by Forbidden Games",0,0,0,0,"['https://m.media-amazon.com/images/S/aplus-media-library-service-media/2cf8dec6-9e5d-4009-b912-bb1070a558d0.__CR0,0,3050,1302_PT0_SX1464_V1___.png', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/1deb4ef7-3bde-4d5a-923c-fe247925cd4a.__CR0,0,1509,1888_PT0_SX362_V1___.png', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/3691a6a1-fc63-4c9d-9286-b584c53a88cd.__CR0,0,754,944_PT0_SX362_V1___.png', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/7fc2d065-f373-4db0-9540-c931b5a78458.__CR0,0,1509,1888_PT0_SX362_V1___.png', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/8d0c883e-80d1-4836-b740-d5c7f5f651c9.__CR0,0,1509,1888_PT0_SX362_V1___.png', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/aa388c4d-0e65-4560-9d59-71c55f609aab.__CR28,31,622,682_PT0_SX166_V1___.png', 'https://m.media-amazon.com/images/I/51Eb8SrC3eL.__AC_SR166,182___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/9010295f-3da6-4c05-b36d-66c0426a13a0.__CR761,0,684,750_PT0_SX166_V1___.png', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/98d2ca0f-08ff-4a5a-9ecf-18d7fc85f1f4.__CR137,0,2850,3125_PT0_SX166_V1___.png', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/62bfbd21-e178-455a-aa74-faad5440f92d.__CR0,0,754,944_PT0_SX362_V1___.png', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/6c82a999-413a-41bf-a963-f3ce339f2db7.__CR0,0,754,944_PT0_SX362_V1___.png', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/5102742a-67b1-4846-a709-8f35fcaebe86.__CR0,0,754,944_PT0_SX362_V1___.png', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/14ed34ea-de21-4c34-9e47-07b72ff92d27.__CR0,0,2911,900_PT0_SX970_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/fd94d0d8-8f2a-41f1-97a2-a9568329d1f2.__CR0,0,2910,1800_PT0_SX970_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/9cedcad7-f316-4956-af51-f7179a9b5f80.__CR0,0,2910,1800_PT0_SX970_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/7cb33941-1dec-49e0-b822-6e7e86e61ed2.__CR0,0,2910,1800_PT0_SX970_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/163c90fd-8b2f-4de3-af4e-d351b71c1c0e.__CR0,0,2910,1800_PT0_SX970_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/88f72dbf-408c-4b38-b1fc-7b444407c960.__CR0,0,2911,900_PT0_SX970_V1___.jpg']",https://m.media-amazon.com/images/I/917HNsxxBAL._AC_SL1500_.jpg
B01MQ4IKQJ,"Ticket to Ride First Journey Board Game - Fun and Easy for Young Explorers! Train Strategy Game, Family Game for Kids & Adults, Ages 6+, 2-4 Players, 15-30 Min Playtime, Made by Days of Wonder",27.99,4.8,1K+ bought in past month,5963,"Unleash your inner leader in Mosaic: A Story of Civilization, an epic strategy game by Forbidden Games that lets you build and expand your own society from humble beginnings. Starting as a small civilization, you’ll navigate critical decisions across every aspect of growth, from constructing cities and towns to researching transformative technologies. Compete with other players for influence across the seven ancient Mediterranean regions, including Hispania, Gaul, Italia, and Egypt, as you lead your people toward dominance and prestige. With its innovative action-selection system, Mosaic offers endless strategic possibilities, ensuring each game unfolds in new and dynamic ways. Choose a leader with unique abilities to guide your civilization through golden ages, and earn epic achievements that leave a lasting legacy. Each component is beautifully crafted, from detailed city pieces to military units, creating an immersive experience for 2-6 players ages 14+. This game is perfect for fans of in-depth strategy and civilization-building, promising unforgettable game nights filled with competition and historical drama.",https://m.media-amazon.com/images/I/81S5Km93bhL._AC_SL1500_.jpg
B0D8XCQG2J,Game - Nuke Your Friends. 1-2 Hour Strategy Board Game for Adults and Family. 2-4 Players. Ages 14+. (Standard Edition),52.99,4.8,100+ bought in past month,45,"Enough of these peaceful trading games with their toddler-friendly farm animals. Farms Race is a 1-2 hour strategy game in which fascst farm animals lob nukes at each other and battle for control of the countryside. You still gather resources and build, but winning requires some serious breaches of the Geneva Conventions.",https://m.media-amazon.com/images/I/819jehwUnPL._AC_SL1500_.jpg
B07DLGD9K6,Ravensburger Disney Villainous Strategy Board Game for Age 10 and Up - 2019 Toty Game of The Year Award Winner,29.99,4.7,300+ bought in past month,8743,"Product Description Unleash your inner explorer with the Ravensburger Labyrinth board game, a captivating quest for hidden treasures where no two games are ever the same. Perfect for engaging family game nights, sleepovers, and birthday parties, this board game challenges players of all ages to develop problem-solving skills and exercise their planning abilities. Will you seek the Dragon, or follow another path through the ever-shifting maze? More than just a game, Labyrinth is a maze toy that engages valuable learning tools and encourages spatial reasoning and memory while fostering critical thinking in a friendly competition. Gain an edge by cleverly moving walls and creating new passages - but be warned, it's a game of block and advance, where patience and planning are keys to success. Inside the box you'll discover everything needed for an immersive experience: a sturdy game board, 34 unique maze cards, 24 intriguing treasure cards, and 4 distinct playing pieces, plus easy-to-following instructions in multiple languages. A fantastic gift for birthdays, holidays, or any occasion, Labyrinth offers endless hours of entertainment and skill-building fun. Be the first to collect all your treasures and emerge victorious Gather your friends and embark on an unforgettable adventure through the winding world of Labyrinth, where every game is a new and exciting challenge. A must-have addition to your Ravensburger board game collection. Amazon.com The aMAZEing Labyrinth uses a clever board design to create a series of ever-changing mazes that one to four players must move through. The object of the game is for each player to collect as quickly as possible all seven treasures depicted on their individual treasure cards. To add to the challenge, players know what the next treasure is only after they find the one before it. Before each turn, a maze card is pushed into the maze in a strategic place, helping the player make his or her way to the prize. This means that the entire maze shifts and changes on each turn, confounding some and helping others. Players will need to think ahead to choose just the right spot to shift the maze in their favor. This is an excellent game to get lost in. A simpler version can be played by younger children. --Lee Strucker",https://m.media-amazon.com/images/I/91kUxiYrgjL._AC_SL1500_.jpg
B0BPML8599,Ravensburger The Quest for El Dorado - Exciting Strategy Board Game | Suitable for Kids & Adults | Designed for 2-4 Players | Inclusive of Mini Expansion,39.99,4.8,100+ bought in past month,224,"We believe that science is awe-inspiring, mesmerizing and beautiful. We also believe that science can make our world a better place. Through the tools provided by science we can address the types of resource scarcity, alleviate diseases at the root of much human suffering & innovate to simply make our stay on earth a more pleasant experience.
Oh, and we also make board games themed around science. Want to play them?
The game provides an educational adventure in aviation history, allowing players to step into the shoes of pioneering aviators.
Players will begin with a basic Flyer and must choose from a variety of actions to improve their design while balancing the risks.
Crafted by renowned game designers Ben Rosset and Matthew O'Malley, players can expect for an immersive & engaging experience.
Designed for players aged 12 and above, First in Flight caters to both aviation enthusiasts and history lovers, making it suitable for game nights.
First In Flight
Genotype
Power Failure
Cytosis
Subatomic
Cellulose
Periodic",https://m.media-amazon.com/images/I/A1-C3mDxusL._AC_SL1500_.jpg
B0C8PWPM7Z,"First In Flight: MENSA Award Winning Board Game About Historical Aviation - Strategy Board Game for Teens, Adults and Heavy Gamers - A Flight-Themed Adventure Card Game for Airplane Enthusiasts",0,0,0,0,"Step behind the control panel and into the action with the Electronic Battleship Reloaded game, as each player sets out to destroy their opponent's fleet before their own is eliminated. This edition of the classic game of naval combat features an easier set-up than previous versions of the Electronic Battleship board game. With up to 64 preset layouts and an option for custom layouts, the battle will change all the time! Brace for action as electronic voice commands and sound effects signal a search-and-destroy mission to take out opponent’s ships! Play solo or challenge a friend in the incredible game of Battleship! This elec-tronic board game for kids makes a fun holiday or birthday gift for boys and girls ages 8 and up. Hasbro Gaming and all related trademarks and logos are trademarks of Hasbro, Inc.",https://m.media-amazon.com/images/I/81XTPpiQSML._AC_SL1500_.jpg
B08HJDML1G,Glintoper Tic Tac Toe & 4 in a Row Table Games Set - Rustic Decor Wood Strategy Board Games for Families,21.99,4.4,1K+ bought in past month,2527,"['https://m.media-amazon.com/images/S/aplus-media-library-service-media/adfa7782-5c76-4610-bbdb-6762b89196e1.__CR0,0,1464,625_PT0_SX1464_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/f2923f67-8d27-4a54-b322-70725a6f90e2.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/4531a4d6-6e1a-44da-8597-e8a33fb64ca7.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/6abba506-85d2-4f0b-8823-08c4a6873c76.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/58a947e4-fc57-4528-a13f-3dee6b2804a3.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/fcda8c91-7f5c-4cc0-a5dd-3b551ac5e071.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/e504f4e9-f261-427d-b435-db8579066f29.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/49d5fb7b-9067-4421-8593-e80af44b95f3.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/4d00f02a-f02f-4692-acbc-34591bf1e0f9.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/b3053825-b2d6-4d6a-b7e5-f3ef06024d9b.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/4f89884a-fe2f-411d-b105-f5e821fe8f69.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/c5d9b1aa-7fee-4631-ba90-c975fb568f25.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/47ac8da7-3e2d-4f70-b934-cce5fc02e5f2.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/f6355f11-0f71-46b7-ac2e-badc06c1d7d6.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/b636203c-d859-4859-92a7-1d26d621c75a.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/fa9f34d0-99f6-4eb5-848a-0270076ea921.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/efd6bca1-6ad1-4642-9d05-3b7ff2ed807c.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/b8bfeb28-291f-40f5-810b-fc9e3d931f56.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/6e4ff211-f9ad-44d0-9ff9-171d6de26927.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/513970b8-fb48-4703-9bec-02366daa86e3.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/901283c0-02bc-4e2e-82b9-419368a43364.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/fd104503-c80d-4fae-92e3-fbd57f90982e.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/5913def5-d936-4e05-b611-ebc9ab48ceab.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/26e20d8f-f9af-4f68-a2fe-1448c15bb923.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/605d09b6-9a95-40cc-8c99-c6797204be11.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/f18d50cb-4a5a-4248-9b55-6f3d86c2c70a.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/461cb020-5d91-4066-92e2-8237c934e6b4.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/e7d24add-8be9-4de3-86f0-8b29d6cf966c.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/8f60afb8-b884-441b-a6b0-8e45ea0c4017.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/2bbe0f89-878b-4f77-b3f8-bb9566666271.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/2b53ebf6-deeb-487c-9410-2917af57b575.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/fd3e4020-2a30-416b-b749-a84c0c48f246.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/46ec0587-449b-4597-b213-45e9cffe8421.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/c61af8b9-6e81-4324-884e-1d455efc44f8.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/5d7ce0c4-3beb-4da5-af7f-1d5703dc5955.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/7b734575-8cff-4f80-abf6-dc0d400543af.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/0f680a32-33c4-4def-8660-8ba25690f4bd.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/5fe41d52-386f-430c-a0af-45d28fa5190f.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/d1713ee0-c00c-42d3-b78b-ca23eea7c120.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/c61315d8-691e-4333-94d9-0e4c7ae25d3b.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/aa43013f-4e34-4c66-9893-6e7892a1b8a6.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/4a30f681-11c4-4041-845f-685fe0580c63.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/23dba622-0f9f-41a7-afb6-d90a500eb872.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/4837c0d7-07a9-43fe-8017-dc75d0b88674.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/47704235-e66f-4444-993a-94bbe98a75c3.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/79b98c2a-f9b3-4f23-974e-a89b899fea74.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/e091f625-2a3a-48fc-89ae-46205702a032.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/510d671a-937f-4428-8050-ad96562a50fd.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/a1bd67b8-48a9-4849-a7fe-d97762e3935f.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/c360e2eb-ccdf-4f8d-b3f2-452e5871493c.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/a9e5ff3b-63fc-4268-b305-325fb4b95b76.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/7b3e1c32-2511-4ee8-aff4-96e2be19ac93.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/1f747ffc-5205-4eef-8826-8ccf20056c44.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/a7f3f17c-bb50-4c24-bd44-58235b3403cf.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/e3de3419-d691-41e8-94c3-d13231a52b80.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/28fca5f6-6122-4d0a-8d8e-f4e17854fa4f.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/25ec1cb6-9cd4-4bc3-a65c-aa6c3f48a220.__CR0,0,332,364_PT0_SX166_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/5cf09caf-1bc9-4aaa-933b-096edb7d090c.__CR0,0,1464,600_PT0_SX1464_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/cdc80317-4b7b-4962-9061-36032346fe6c.__CR0,0,1464,600_PT0_SX1464_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/5478bfbd-2b81-4ae6-9471-842dc1e8fe74.__CR0,0,1464,600_PT0_SX1464_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/848edcf7-3550-4419-a59a-6d1d0e953402.__CR0,0,1464,600_PT0_SX1464_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/8ce37c26-3bf0-49fc-ab6b-c227faa7086f.__CR0,0,1464,600_PT0_SX1464_V1___.jpg']",https://m.media-amazon.com/images/I/81IJtZUpYsS._AC_SL1500_.jpg
B0DYK3S5MJ,"CATAN Seafarers Board Game Expansion (6th Edition) Strategy Game for Kids and Adults, Ages 12+, 3-4 Players, 60 Minute Playtime, Made by Catan Studio",49.99,4.8,200+ bought in past month,6017,"Embark on a thrilling journey with Ravensburger The Quest for El Dorado! This strategy board game takes you through the jungles of South America on a hunt for the Golden City. Assemble your expedition, choose your explorers, and plan your route wisely - whether you opt for the Scout, the Photographer, or the Prop Plane, the choice is yours! The game comes with a unique, variable game board that offers over 100,000 possible layouts for a diverse playing experience every time. The deck-building strategy component adds a layer of complexity, ensuring every game is a fresh challenge. Suitable for 2-4 players aged 10 and up, it's perfect for family game nights or parties. The game includes all the necessary components, including terrain tiles, playing pieces, expedition boards, expedition cards, cave tokens, and easy-to-understand instructions. Join the race to El Dorado and claim your treasure!",https://m.media-amazon.com/images/I/81o80dVxEAL._AC_SL1500_.jpg
B075B1WNDG,Fallout The Board Game (Base) | Strategy | Apocalyptic Adventure Game for Adults and Teens | Ages 14 and up | 1 to 4 Players | Average Playtime 2-3 Hours | Made by Fantasy Flight Games,0,0,0,0,"A mysterious base. Prototype technology. Conspiracies within conspiracies. It’s hard to know who to trust, but there’s a job that needs to be done. And it’s up to Snake and his crew to do it. Metal Gear Solid: The Board Game puts players in the role of their favorite characters from the video game franchise. Across connected missions, they’ll have to infiltrate enemy territory and stealthily avoid patrols in order to accomplish missions and make it back out alive.",https://m.media-amazon.com/images/I/81wS6f9VLNS._AC_SL1500_.jpg
B0CNTJRC18,"Metal Gear Solid The Board Game - Stealth & Strategy Gameplay, 14-Mission Campaign & 6 VR Missions, Iconic Characters & Boss Fights, Ages 14+, 1-4 Players, 60-90 Minute Playtime, Made by CMON",109.99,4.8,100+ bought in past month,23,"Kingdomino uses tiles with two sections, similar to Dominoes. Each turn, each player will select a new domino to connect to their existing kingdom, making sure at least one of its sides connects to a matching terrain type already in play. The order of who picks first depends on which tile was previously chosen, with better tiles forcing players to pick later in the next round. The game ends when each player has completed a 5x5 grid (or failed to do so), and points are counted based on the number of connecting tiles and valuable crown symbols.",https://m.media-amazon.com/images/I/815hkObzriL._AC_SL1500_.jpg
B01N3A4070,"Blue Orange Games Kingdomino Award Winning Family Strategy Board Game, 2-4 players",24.99,4.8,400+ bought in past month,6744,"Fallout is a post-nuclear adventure board game for one to four players. Based on the hit video game Series by Bethesda soft works, each Fallout scenario is inspired by a familiar story from the franchise. Survivors begin the game on the edge of an unexplored landscape, uncertain of what awaits them in this unfamiliar world. With just one objective to guide them from the very beginning, each player must explore the hidden map, fight ferocious enemies, and build the skills of their survivor as they attempt to Complete challenging quests and balance feuding factions within the game. As they advance their survivors' stories, players will come across New quests and individual goals, leading them to gain influence. Who comes out ahead will depend on how keenly and aggressively each player ventures through the game, however if a single faction is pushed to power too quickly, the wasteland will be taken for their own, and the survivors conquered along with it.",https://m.media-amazon.com/images/I/81bFPs2FL0L._AC_SL1500_.jpg
B074Q1HNJM,Whitehall Mystery,21.85,4.6,100+ bought in past month,154,"Jack the Ripper returns with another grisly game of cat-and-mouse in Whitehall Mystery, a new standalone game from the Letters from Whitechapel series. A new team of investigators must track the killer through London's twisted alleys as he plots to leave severed limbs at four different locations scattered throughout the city. Players must choose to either become London's most notorious killer, or capture Jack and end his reign of terror.",https://m.media-amazon.com/images/I/61d26GlnvSL._AC_SL1000_.jpg
B08JHB9V72,Dune: Imperium,51.2,4.8,200+ bought in past month,1079,"Cyberpunk 2077: Gangs of Night City is a competitive game in which 1 to 4 players take on the role of ruthless gangs vying for control of the underground in the glittering hellhole that is Night City. Clash with other Gangs in the meat or on the Net, as your enterprising band of toughs seeks to gain dominance over the criminal underworld that rules the streets. Only the boldest will be remsembered, and your Street Cred will pave your way to the top.",https://m.media-amazon.com/images/I/61bRCM-ft1L._AC_SL1000_.jpg
